Age,Gender,Education Level,Job Title,Years of Experience,Salary,Math exam score,Programming exam score
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,83,87
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,82,75
25.0,Female,Master's,Data Analyst,1.0,100000.0,63,64
33.0,Male,PhD,Data Scientist,8.0,190000.0,71,60
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,76,76
28.0,Male,Master's,Product Manager,3.0,130000.0,62,67
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,64,75
27.0,Male,PhD,Data Scientist,2.0,115000.0,81,67
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,52,61
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,72,67
25.0,Female,Master's,Data Analyst,1.0,100000.0,86,93
33.0,Male,PhD,Data Scientist,8.0,190000.0,74,67
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,57,66
28.0,Male,Master's,Product Manager,3.0,130000.0,68,62
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,52,55
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,54,56
26.0,Female,Master's,Product Manager,2.0,120000.0,88,93
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,42,37
30.0,Female,PhD,Data Scientist,5.0,180000.0,56,60
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,81,86
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,68,63
25.0,Female,Master's,Data Analyst,1.0,100000.0,61,66
33.0,Male,PhD,Data Scientist,8.0,190000.0,64,55
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,80,75
28.0,Male,Master's,Product Manager,3.0,130000.0,66,53
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,52,55
27.0,Male,PhD,Data Scientist,2.0,115000.0,61,58
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,72,69
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,65,59
25.0,Female,Master's,Data Analyst,1.0,100000.0,54,76
33.0,Male,PhD,Data Scientist,8.0,190000.0,70,67
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,81,88
28.0,Male,Master's,Product Manager,3.0,130000.0,52,55
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,58,62
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,73,64
26.0,Female,Master's,Product Manager,2.0,120000.0,48,66
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,76,75
30.0,Female,PhD,Data Scientist,5.0,180000.0,59,75
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,69,51
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,88,80
25.0,Female,Master's,Data Analyst,1.0,100000.0,63,59
33.0,Male,PhD,Data Scientist,8.0,190000.0,76,72
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,62,66
28.0,Male,Master's,Product Manager,3.0,130000.0,69,62
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,46,51
27.0,Male,PhD,Data Scientist,2.0,115000.0,85,80
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,66,76
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,49,44
25.0,Female,Master's,Data Analyst,1.0,100000.0,74,78
33.0,Male,PhD,Data Scientist,8.0,190000.0,80,73
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,57,68
28.0,Male,Master's,Product Manager,3.0,130000.0,65,51
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,72,75
27.0,Male,PhD,Data Scientist,2.0,115000.0,40,50
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,66,75
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,53,50
25.0,Female,Master's,Data Analyst,1.0,100000.0,65,81
33.0,Male,PhD,Data Scientist,8.0,190000.0,68,71
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,100,93
28.0,Male,Master's,Product Manager,3.0,130000.0,53,55
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,65,73
28.0,Male,Bachelor's,Software Engineer,3.0,125000.0,54,45
26.0,Female,Master's,Product Manager,2.0,120000.0,54,62
27.0,Male,Bachelor's,Data Analyst,2.0,110000.0,73,60
30.0,Female,PhD,Data Scientist,5.0,180000.0,77,84
29.0,Male,Bachelor's,Software Engineer,4.0,140000.0,72,65
32.0,Male,Bachelor's,Product Manager,7.0,170000.0,88,75
25.0,Female,Master's,Data Analyst,1.0,100000.0,98,94
33.0,Male,PhD,Data Scientist,8.0,190000.0,74,66
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,72,75
28.0,Male,Master's,Product Manager,3.0,130000.0,76,73
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,76,85
27.0,Male,PhD,Data Scientist,2.0,115000.0,76,65
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,83,90
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,70,68
25.0,Female,Master's,Data Analyst,1.0,100000.0,27,41
33.0,Male,PhD,Data Scientist,8.0,190000.0,66,62
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,75,82
28.0,Male,Master's,Product Manager,3.0,130000.0,59,49
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,82,87
27.0,Male,PhD,Data Scientist,2.0,115000.0,65,72
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,65,71
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,59,55
25.0,Female,Master's,Data Analyst,1.0,100000.0,66,82
33.0,Male,PhD,Data Scientist,8.0,190000.0,63,57
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,59,60
28.0,Male,Master's,Product Manager,3.0,130000.0,77,84
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,87,86
27.0,Male,PhD,Data Scientist,2.0,115000.0,69,65
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,68,81
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,75,72
25.0,Female,Master's,Data Analyst,1.0,100000.0,55,66
33.0,Male,PhD,Data Scientist,8.0,190000.0,63,54
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,56,55
28.0,Male,Master's,Product Manager,3.0,130000.0,63,64
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,52,56
27.0,Male,PhD,Data Scientist,2.0,115000.0,56,56
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,60,75
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,77,76
25.0,Female,Master's,Data Analyst,1.0,100000.0,64,73
33.0,Male,PhD,Data Scientist,8.0,190000.0,72,72
31.0,Female,Bachelor's,Software Engineer,6.0,155000.0,65,66
28.0,Male,Master's,Product Manager,3.0,130000.0,66,46
30.0,Female,Bachelor's,Data Analyst,5.0,145000.0,81,85
27.0,Male,PhD,Data Scientist,2.0,115000.0,63,50
29.0,Female,Bachelor's,Software Engineer,4.0,140000.0,80,84
34.0,Male,Bachelor's,Product Manager,9.0,185000.0,68,52
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,67,57
29.0,Female,Master's,Data Scientist,6.0,180000.0,56,67
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,58,51
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,54,51
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,56,52
31.0,Female,Master's,Data Scientist,9.0,195000.0,58,72
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,70,60
33.0,Female,Master's,Product Manager,11.0,198000.0,65,66
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,55,62
30.0,Female,PhD,Data Scientist,7.0,185000.0,76,77
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,63,58
34.0,Female,Master's,Product Manager,12.0,196000.0,92,87
23.0,Male,Bachelor's,Data Analyst,1.0,95000.0,69,68
32.0,Female,PhD,Data Scientist,10.0,193000.0,93,90
29.0,Male,Bachelor's,Software Engineer,6.0,175000.0,51,60
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,40,55
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,81,72
31.0,Female,Master's,Data Scientist,6.0,180000.0,80,75
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,90,85
33.0,Female,Master's,Product Manager,11.0,198000.0,86,82
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,73,69
30.0,Female,PhD,Data Scientist,7.0,185000.0,55,61
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,76,79
34.0,Female,Master's,Product Manager,12.0,196000.0,76,89
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,80,82
29.0,Female,Master's,Data Scientist,6.0,180000.0,77,83
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,71,63
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,74,82
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,79,72
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,66,71
33.0,Male,Master's,Product Manager,11.0,198000.0,75,66
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,66,75
30.0,Male,PhD,Data Scientist,7.0,185000.0,84,87
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,66,76
34.0,Male,Master's,Product Manager,12.0,196000.0,76,65
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,89,82
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,55,40
29.0,Female,Master's,Data Scientist,6.0,180000.0,38,45
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,62,64
33.0,Female,Master's,Product Manager,11.0,198000.0,33,50
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,74,63
31.0,Female,PhD,Data Scientist,9.0,195000.0,62,70
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,92,91
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,66,74
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,49,49
29.0,Female,Master's,Data Scientist,6.0,180000.0,50,54
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,50,48
33.0,Female,Master's,Product Manager,11.0,198000.0,79,89
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,61,48
30.0,Female,PhD,Data Scientist,7.0,185000.0,71,82
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,69,68
34.0,Female,Master's,Product Manager,12.0,196000.0,50,59
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,68,69
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,79,75
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,89,88
29.0,Female,Master's,Data Scientist,6.0,180000.0,82,87
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,42,53
33.0,Female,Master's,Product Manager,11.0,198000.0,66,65
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,61,54
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,55,55
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,91,91
30.0,Female,PhD,Data Scientist,7.0,185000.0,62,67
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,68,53
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,44,51
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,67,65
29.0,Female,Master's,Data Scientist,6.0,180000.0,35,39
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,30,20
33.0,Female,Master's,Product Manager,11.0,198000.0,56,76
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,54,50
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,60,53
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,55,70
30.0,Female,PhD,Data Scientist,7.0,185000.0,74,75
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,81,87
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,65,72
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,76,62
29.0,Female,Master's,Data Scientist,6.0,180000.0,65,77
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,63,63
33.0,Female,Master's,Product Manager,11.0,198000.0,88,97
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,90,89
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,86,82
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,63,74
30.0,Female,PhD,Data Scientist,7.0,185000.0,54,54
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,90,83
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,50,61
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,59,68
29.0,Female,Master's,Data Scientist,6.0,180000.0,70,70
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,62,57
33.0,Female,Master's,Product Manager,11.0,198000.0,81,83
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,57,54
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,96,86
25.0,Male,Bachelor's,Data Analyst,2.0,125000.0,98,96
28.0,Female,Master's,Data Scientist,6.0,175000.0,50,54
30.0,Male,Bachelor's,Software Engineer,8.0,190000.0,69,64
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,54,69
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,61,50
31.0,Male,Master's,Data Scientist,9.0,195000.0,51,47
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,63,72
33.0,Female,Master's,Product Manager,11.0,198000.0,80,91
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,77,65
30.0,Female,PhD,Data Scientist,7.0,185000.0,75,77
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,81,80
34.0,Female,Master's,Product Manager,12.0,196000.0,62,76
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,68,64
32.0,Female,PhD,Data Scientist,10.0,193000.0,74,79
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,79,75
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,68,71
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,46,54
31.0,Female,Master's,Data Scientist,6.0,180000.0,62,75
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,72,61
33.0,Female,Master's,Product Manager,11.0,198000.0,55,71
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,53,54
30.0,Female,PhD,Data Scientist,7.0,185000.0,47,62
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,78,63
34.0,Female,Master's,Product Manager,12.0,196000.0,54,64
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,67,63
29.0,Female,Master's,Data Scientist,6.0,180000.0,49,64
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,88,85
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,73,69
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,70,75
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,88,92
33.0,Male,Master's,Product Manager,11.0,198000.0,72,62
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,55,69
30.0,Male,PhD,Data Scientist,7.0,185000.0,75,63
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,70,69
34.0,Male,Master's,Product Manager,12.0,196000.0,70,62
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,66,78
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,78,76
29.0,Female,Master's,Data Scientist,6.0,180000.0,51,62
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,53,51
33.0,Female,Master's,Product Manager,11.0,198000.0,31,31
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,78,76
31.0,Female,PhD,Data Scientist,9.0,195000.0,77,78
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,63,62
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,86,79
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,60,62
29.0,Female,Master's,Data Scientist,6.0,180000.0,40,51
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,59,55
33.0,Female,Master's,Product Manager,11.0,198000.0,61,61
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,63,67
30.0,Female,PhD,Data Scientist,7.0,185000.0,57,63
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,82,69
34.0,Female,Master's,Product Manager,12.0,196000.0,57,66
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,73,72
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,64,75
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,54,48
29.0,Female,Master's,Data Scientist,6.0,180000.0,79,88
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,90,81
33.0,Female,Master's,Product Manager,11.0,198000.0,62,70
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,67,60
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,85,86
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,40,42
30.0,Female,PhD,Data Scientist,7.0,185000.0,37,54
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,63,67
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,62,61
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,49,42
29.0,Female,Master's,Data Scientist,6.0,180000.0,46,58
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,69,54
33.0,Female,Master's,Product Manager,11.0,198000.0,66,81
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,86,79
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,90,88
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,74,81
30.0,Female,PhD,Data Scientist,7.0,185000.0,66,76
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,74,85
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,79,83
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,73,72
29.0,Female,Master's,Data Scientist,6.0,180000.0,72,71
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,87,79
33.0,Female,Master's,Product Manager,11.0,198000.0,72,86
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,58,62
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,52,45
23.0,Male,Bachelor's,Data Analyst,1.0,90000.0,49,41
27.0,Female,Master's,Data Scientist,4.0,150000.0,70,77
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,79,69
24.0,Female,Bachelor's,Product Manager,3.0,125000.0,73,76
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,66,60
31.0,Male,Master's,Data Scientist,7.0,180000.0,51,39
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,53,45
33.0,Female,Master's,Product Manager,10.0,195000.0,66,75
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,56,49
30.0,Female,PhD,Data Scientist,6.0,170000.0,59,65
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,69,60
34.0,Female,Master's,Product Manager,11.0,196000.0,65,69
23.0,Male,Bachelor's,Data Analyst,1.0,92000.0,90,82
32.0,Female,PhD,Data Scientist,9.0,195000.0,53,53
29.0,Male,Bachelor's,Software Engineer,6.0,170000.0,80,75
30.0,Female,Bachelor's,Product Manager,5.0,160000.0,67,80
26.0,Male,Bachelor's,Data Analyst,3.0,135000.0,61,58
31.0,Female,Master's,Data Scientist,6.0,180000.0,67,74
28.0,Male,Bachelor's,Software Engineer,5.0,165000.0,79,72
33.0,Female,Master's,Product Manager,11.0,198000.0,83,92
24.0,Male,Bachelor's,Data Analyst,1.0,95000.0,59,50
30.0,Female,PhD,Data Scientist,7.0,185000.0,64,71
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,71,75
34.0,Female,Master's,Product Manager,12.0,196000.0,71,75
25.0,Male,Bachelor's,Data Analyst,2.0,115000.0,63,72
29.0,Female,Master's,Data Scientist,6.0,180000.0,63,66
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,68,68
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,43,58
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,86,84
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,55,66
33.0,Male,Master's,Product Manager,11.0,198000.0,71,67
26.0,Female,Bachelor's,Data Analyst,3.0,130000.0,66,67
30.0,Male,PhD,Data Scientist,7.0,185000.0,65,68
27.0,Female,Bachelor's,Software Engineer,4.0,140000.0,52,58
34.0,Male,Master's,Product Manager,12.0,196000.0,78,74
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,65,71
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,60,54
29.0,Female,Master's,Data Scientist,6.0,180000.0,76,83
30.0,Male,Bachelor's,Data Analyst,5.0,160000.0,56,52
33.0,Female,Master's,Product Manager,11.0,198000.0,66,66
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,71,73
31.0,Female,PhD,Data Scientist,9.0,195000.0,70,71
28.0,Male,Bachelor's,Software Engineer,5.0,160000.0,65,76
27.0,Female,Bachelor's,Product Manager,4.0,150000.0,66,83
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,76,84
29.0,Female,Master's,Data Scientist,6.0,180000.0,71,77
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,60,62
33.0,Female,Master's,Product Manager,11.0,198000.0,52,66
25.0,Male,Bachelor's,Data Analyst,2.0,110000.0,74,61
30.0,Female,PhD,Data Scientist,7.0,185000.0,74,74
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,54,60
34.0,Female,Master's,Product Manager,12.0,196000.0,71,75
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,52,50
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,66,72
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,73,72
29.0,Female,Master's,Data Scientist,6.0,180000.0,32,46
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,66,62
33.0,Female,Master's,Product Manager,11.0,198000.0,91,92
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,87,82
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,89,80
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,51,53
30.0,Female,PhD,Data Scientist,7.0,185000.0,73,75
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,65,62
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,65,77
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,63,69
29.0,Female,Master's,Data Scientist,6.0,180000.0,78,70
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,85,78
33.0,Female,Master's,Product Manager,11.0,198000.0,49,54
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,70,72
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,72,56
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,77,83
30.0,Female,PhD,Data Scientist,7.0,185000.0,75,87
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,66,69
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,61,68
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,76,74
29.0,Female,Master's,Data Scientist,6.0,180000.0,55,78
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,72,75
33.0,Female,Master's,Product Manager,11.0,198000.0,79,80
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,83,69
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,59,51
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,55,71
30.0,Female,PhD,Data Scientist,7.0,185000.0,64,66
31.0,Male,Bachelor's,Data Analyst,9.0,195000.0,53,37
28.0,Female,Bachelor's,Software Engineer,5.0,160000.0,61,63
26.0,Male,Bachelor's,Data Analyst,3.0,130000.0,48,50
29.0,Female,Master's,Data Scientist,6.0,180000.0,45,58
32.0,Male,Bachelor's,Software Engineer,8.0,190000.0,87,75
33.0,Female,Master's,Product Manager,11.0,198000.0,81,83
24.0,Male,Bachelor's,Data Analyst,1.0,90000.0,90,86
27.0,Male,Bachelor's,Software Engineer,4.0,140000.0,61,75
25.0,Female,Bachelor's,Data Analyst,2.0,110000.0,97,95
30.0,Female,PhD,Data Scientist,7.0,185000.0,62,75
